STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,REPORTTPYE,HOURLYSKYCONDITIONS,HOURLYVISIBILITY,HOURLYPRSENTWEATHERTYPE,HOURLYDRYBULBTEMPF,HOURLYDRYBULBTEMPC,HOURLYWETBULBTEMPF,HOURLYWETBULBTEMPC,HOURLYDewPointTempF,HOURLYDewPointTempC,HOURLYRelativeHumidity,HOURLYWindSpeed,HOURLYWindDirection,HOURLYWindGustSpeed,HOURLYStationPressure,HOURLYPressureTendency,HOURLYPressureChange,HOURLYSeaLevelPressure,HOURLYPrecip,HOURLYAltimeterSetting,DAILYMaximumDryBulbTemp,DAILYMinimumDryBulbTemp,DAILYAverageDryBulbTemp,DAILYDeptFromNormalAverageTemp,DAILYAverageRelativeHumidity,DAILYAverageDewPointTemp,DAILYAverageWetBulbTemp,DAILYHeatingDegreeDays,DAILYCoolingDegreeDays,DAILYSunrise,DAILYSunset,DAILYWeather,DAILYPrecip,DAILYSnowfall,DAILYSnowDepth,DAILYAverageStationPressure,DAILYAverageSeaLevelPressure,DAILYAverageWindSpeed,DAILYPeakWindSpeed,PeakWindDirection,DAILYSustainedWindSpeed,DAILYSustainedWindDirection,MonthlyMaximumTemp,MonthlyMinimumTemp,MonthlyMeanTemp,MonthlyAverageRH,MonthlyDewpointTemp,MonthlyWetBulbTemp,MonthlyAvgHeatingDegreeDays,MonthlyAvgCoolingDegreeDays,MonthlyStationPressure,MonthlySeaLevelPressure,MonthlyAverageWindSpeed,MonthlyTotalSnowfall,MonthlyDeptFromNormalMaximumTemp,MonthlyDeptFromNormalMinimumTemp,MonthlyDeptFromNormalAverageTemp,MonthlyDeptFromNormalPrecip,MonthlyTotalLiquidPrecip,MonthlyGreatestPrecip,MonthlyGreatestPrecipDate,MonthlyGreatestSnowfall,MonthlyGreatestSnowfallDate,MonthlyGreatestSnowDepth,MonthlyGreatestSnowDepthDate,MonthlyDaysWithGT90Temp,MonthlyDaysWithLT32Temp,MonthlyDaysWithGT32Temp,MonthlyDaysWithLT0Temp,MonthlyDaysWithGT001Precip,MonthlyDaysWithGT010Precip,MonthlyDaysWithGT1Snow,MonthlyMaxSeaLevelPressureValue,MonthlyMaxSeaLevelPressureDate,MonthlyMaxSeaLevelPressureTime,MonthlyMinSeaLevelPressureValue,MonthlyMinSeaLevelPressureDate,MonthlyMinSeaLevelPressureTime,MonthlyTotalHeatingDegreeDays,MonthlyTotalCoolingDegreeDays,MonthlyDeptFromNormalHeatingDD,MonthlyDeptFromNormalCoolingDD,MonthlyTotalSeasonToDateHeatingDD,MonthlyTotalSeasonToDateCoolingDD
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-06 08:00,FM-12,,,,30,-1.1,27,-3.0,21,-6.1,69,7,240,,24.34,5,+0.04,29.67,,,,,,,,,,,,0720,1649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-06 08:53,FM-15,FEW:02 100 SCT:04 150 BKN:07 220,10.00,,36,2.2,30,-0.9,22,-5.6,57,6,220,,24.29,,,29.63,0.00,29.68,,,,,,,,,,0720,1649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-06 09:53,FM-15,FEW:02 100 SCT:04 150 BKN:07 220,10.00,,45,7.2,35,1.9,22,-5.6,40,5,210,,24.29,,,29.60,0.00,29.67,,,,,,,,,,0720,1649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-06 10:53,FM-15,FEW:02 100 FEW:02 150 BKN:07 220,10.00,,52,11.1,39,3.7,21,-6.1,30,5,240,,24.27,8,,29.57,0.00,29.65,,,,,,,,,,0720,1649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-06 11:00,FM-12,,,,52,11.1,39,3.7,21,-6.1,30,5,240,,24.31,8,+0.03,29.57,,,,,,,,,,,,0720,1649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-06 11:53,FM-15,FEW:02 100 FEW:02 150 BKN:07 220,10.00,,54,12.2,40,4.4,22,-5.6,29,6,260,,24.23,,,29.52,0.00,29.61,,,,,,,,,,0720,1649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-06 12:53,FM-15,FEW:02 100 BKN:07 160 BKN:07 220,10.00,,56,13.3,41,4.8,21,-6.1,26,7,280,,24.21,,,29.48,0.00,29.58,,,,,,,,,,0720,1649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-06 13:53,FM-15,FEW:02 100 BKN:07 160 BKN:07 220,10.00,,56,13.3,41,4.8,21,-6.1,26,7,320,,24.19,6,,29.47,0.00,29.56,,,,,,,,,,0720,1649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-06 14:00,FM-12,,,,56,13.3,41,4.8,21,-6.1,26,7,320,,24.24,6,+0.07,29.47,,,,,,,,,,,,0720,1649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-06 14:53,FM-15,FEW:02 100 SCT:04 160 BKN:07 220,10.00,,56,13.3,40,4.6,20,-6.7,24,5,360,,24.19,,,29.49,0.00,29.56,,,,,,,,,,0720,1649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-06 15:53,FM-15,FEW:02 100 SCT:04 160 BKN:07 220,10.00,,54,12.2,40,4.2,21,-6.1,28,10,330,,24.20,,,29.50,0.00,29.57,,,,,,,,,,0720,1649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-06 16:53,FM-15,FEW:02 100 BKN:07 160 BKN:07 220,10.00,,49,9.4,37,2.9,21,-6.1,33,8,340,,24.21,3,,29.52,0.00,29.58,,,,,,,,,,0720,1649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-06 17:00,FM-12,,,,49,9.4,37,2.9,21,-6.1,33,8,340,,24.26,3,-0.01,29.52,,,,,,,,,,,,0720,1650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-06 17:53,FM-15,SCT:04 90 BKN:07 120 BKN:07 160,10.00,,44,6.7,34,1.2,20,-6.7,38,6,080,,24.22,,,29.57,0.00,29.60,,,,,,,,,,0720,1650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-06 18:53,FM-15,FEW:02 60 BKN:07 75 BKN:07 110,10.00,,46,7.8,36,2.3,23,-5.0,40,10,320,,24.24,,,29.59,0.00,29.62,,,,,,,,,,0720,1650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-06 19:53,FM-15,BKN:07 80 BKN:07 110,10.00,-RA:02 |RA:61 |RA:61,46,7.8,37,2.5,24,-4.4,42,21,270,30,24.29,3,,29.64,T,29.67,,,,,,,,,,0720,1650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-06 20:00,FM-12,74,,||RA:61,46,7.8,37,2.5,24,-4.4,42,21,270,,24.33,3,-0.08,29.64,,,,,,,,,,,,0720,1650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-06 20:53,FM-15,BKN:07 90,10.00,,45,7.2,34,1.0,17,-8.3,33,22,280,30,24.32,,,29.66,0.00,29.71,,,,,,,,,,0720,1650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-06 21:53,FM-15,FEW:02 90,10.00,,42,5.6,33,0.5,19,-7.2,40,15,320,,24.34,,,29.67,0.00,29.74,,,,,,,,,,0720,1650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-06 22:53,FM-15,CLR:00,10.00,,39,3.9,31,-0.6,18,-7.8,43,15,270,,24.35,1,,29.67,0.00,29.75,,,,,,,,,,0720,1650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-06 23:00,FM-12,,,,39,3.9,31,-0.6,18,-7.8,43,15,270,,24.40,1,-0.06,29.67,,,49,32,40,9.5,,,,25,0,0720,1650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-06 23:53,FM-15,CLR:00,10.00,,39,3.9,30,-1.2,14,-10.0,36,24,270,32,24.34,,,29.65,0.00,29.73,58,30,44,13.5,,,,21,0,0720,1650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-06 23:59,SOD,,,,,,,,,,,,,,,,,,,,58,30,44,13.5,,,,21,0,0720,1650,RA:16,T,0.0,0,24.29,,9.3,33,270,24,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-07 00:53,FM-15,CLR:00,10.00,,39,3.9,30,-1.2,14,-10.0,36,14,280,28,24.34,,,29.64,0.00,29.74,,,,,,,,,,0720,1650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-07 01:53,FM-15,CLR:00,10.00,,38,3.3,29,-1.7,13,-10.6,36,24,260,34,24.37,3,,29.68,0.00,29.77,,,,,,,,,,0720,1650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-07 02:00,FM-12,,,,38,3.3,29,-1.7,13,-10.6,36,24,260,,24.42,3,-0.02,29.68,,,,,,,,,,,,0720,1650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-07 02:53,FM-15,CLR:00,10.00,,35,1.7,27,-2.8,12,-11.1,38,14,280,,24.37,,,29.69,0.00,29.77,,,,,,,,,,0720,1650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-07 03:53,FM-15,CLR:00,10.00,,30,-1.1,24,-4.2,14,-10.0,51,8,200,,24.37,,,29.72,0.00,29.77,,,,,,,,,,0720,1650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-07 04:53,FM-15,FEW:02 100,10.00,,23,-5.0,19,-7.0,12,-11.1,63,5,120,,24.37,2,,29.76,0.00,29.77,,,,,,,,,,0720,1650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-07 05:00,FM-12,,,,23,-5.0,19,-7.0,12,-11.1,63,5,120,,24.42,2,-0.00,29.76,,,58,22,40,9.4,,,,25,0,0720,1650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-07 05:53,FM-15,FEW:02 200,10.00,,20,-6.7,17,-8.4,10,-12.2,65,6,210,,24.40,,,29.83,0.00,29.81,,,,,,,,,,0720,1650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-07 06:53,FM-15,FEW:02 120 BKN:07 220,10.00,,22,-5.6,18,-7.6,10,-12.2,60,14,170,,24.39,,,29.79,0.00,29.79,,,,,,,,,,0720,1650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-07 07:53,FM-15,FEW:02 100 BKN:07 220,10.00,,28,-2.2,23,-5.2,12,-11.1,51,10,180,,24.38,0,,29.77,0.00,29.78,,,,,,,,,,0720,1650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-07 08:00,FM-12,,,,28,-2.2,23,-5.2,12,-11.1,51,10,180,,24.43,,0.01,29.77,,,,,,,,,,,,0720,1650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-07 08:53,FM-15,FEW:02 100 FEW:02 140 SCT:04 220,10.00,,36,2.2,28,-2.5,12,-11.1,37,9,180,,24.39,,,29.75,0.00,29.79,,,,,,,,,,0720,1650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-07 09:53,FM-15,FEW:02 100 FEW:02 140 SCT:04 220,10.00,,46,7.8,33,0.4,10,-12.2,23,11,240,,24.39,,,29.73,0.00,29.79,,,,,,,,,,0720,1650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-07 10:53,FM-15,FEW:02 100 FEW:02 120 SCT:04 220,10.00,,49,9.4,35,1.4,11,-11.7,21,9,260,,24.39,0,,29.72,0.00,29.79,,,,,,,,,,0720,1650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-07 11:00,FM-12,,,,49,9.4,35,1.4,11,-11.7,21,9,260,,24.43,,0.01,29.72,,,,,,,,,,,,0720,1650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-07 11:53,FM-15,FEW:02 100 SCT:04 120 SCT:04 200,10.00,,52s,11.1s,36,2.4,12,-11.1,20,11,270,,24.38,,,29.70,0.00,29.78,,,,,,,,,,0720,1650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-07 12:53,FM-15,FEW:02 80 SCT:04 120 SCT:04 200,10.00,,50,10.0,35,1.8,12,-11.1,22,32,290,41,24.37,,,29.70,0.00,29.77,,,,,,,,,,0720,1650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-07 13:53,FM-15,FEW:02 20 SCT:04 80 SCT:04 200,10.00,,51,10.6,36,2.1,12,-11.1,21,29,280,46,24.39,3,,29.73,0.00,29.80,,,,,,,,,,0720,1650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-07 14:00,FM-12,26,,,51,10.6,36,2.1,12,-11.1,21,29,280,,24.44,3,-0.01,29.73,,,,,,,,,,,,0720,1650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-07 14:53,FM-15,FEW:02 20 SCT:04 80 SCT:04 220,10.00,,50,10.0,35,1.6,10,-12.2,20,28,300,34,24.40,,,29.76,0.00,29.81,,,,,,,,,,0720,1650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-07 15:53,FM-15,FEW:02 20 FEW:02 80 FEW:02 220,10.00,,48,8.9,35,1.5,14,-10.0,25,21,300,33,24.43,,,29.82,0.00,29.84,,,,,,,,,,0720,1650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-07 16:53,FM-15,FEW:02 20 FEW:02 140 FEW:02 220,10.00,,45,7.2,33,0.6,14,-10.0,29,10,320,,24.46,3,,29.89,0.00,29.88,,,,,,,,,,0720,1650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-07 17:00,FM-12,26,,,45,7.2,33,0.6,14,-10.0,29,10,320,,24.51,3,-0.07,29.89,,,,,,,,,,,,0720,1651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-07 17:53,FM-15,FEW:02 80 FEW:02 140 FEW:02 220,10.00,,43,6.1,32,0.2,15,-9.4,32,14,310,,24.48,,,29.93,0.00,29.90,,,,,,,,,,0720,1651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-07 18:53,FM-15,CLR:00,10.00,,40,4.4,31,-0.3,18,-7.8,41,15,330,,24.51,,,29.98,0.00,29.94,,,,,,,,,,0720,1651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-07 19:53,FM-15,FEW:02 80 FEW:02 220,10.00,,43,6.1,33,0.6,18,-7.8,37,18,310,,24.55,3,,29.98,0.00,29.98,,,,,,,,,,0720,1651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-07 20:00,FM-12,74,,,43,6.1,33,0.6,18,-7.8,37,18,310,,24.60,3,-0.08,29.98,,,,,,,,,,,,0720,1651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-07 20:53,FM-15,FEW:02 80,10.00,,36,2.2,30,-1.4,19,-7.2,50,17,090,24,24.57,,,30.01,0.00,30.01,,,,,,,,,,0720,1651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-07 21:53,FM-15,FEW:02 80,10.00,,30,-1.1,25,-3.9,16,-8.9,56,9,100,,24.61,,,30.04,0.00,30.05,,,,,,,,,,0720,1651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-07 22:53,FM-15,FEW:02 80,10.00,,29,-1.7,24,-4.4,15,-9.4,56,15,130,,24.62,1,,30.04,0.00,30.06,,,,,,,,,,0720,1651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-07 23:00,FM-12,74,,,29,-1.7,24,-4.4,15,-9.4,56,15,130,,24.66,1,-0.07,30.04,,,45,22,33,2.4,,,,32,0,0720,1651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-07 23:53,FM-15,SCT:04 220,10.00,,25,-3.9,22,-5.8,15,-9.4,66,13,140,,24.63,,,30.06,0.00,30.08,52,16,34,3.4,,,,31,0,0720,1651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-07 23:59,SOD,,,,,,,,,,,,,,,,,,,,52,16,34,3.4,,,,31,0,0720,1651,,0.00,0.0,0,24.46,,14.9,54,290,40,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-08 00:53,FM-15,FEW:02 220,10.00,,26,-3.3,23,-5.2,16,-8.9,66,14,140,,24.65,,,30.09,0.00,30.10,,,,,,,,,,0720,1651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-08 01:53,FM-15,FEW:02 220,10.00,,25,-3.9,22,-5.8,15,-9.4,66,16,150,,24.67,1,,30.12,0.00,30.12,,,,,,,,,,0720,1651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-08 02:00,FM-12,,,,25,-3.9,22,-5.8,15,-9.4,66,16,150,,24.72,1,-0.05,30.12,,,,,,,,,,,,0720,1651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-08 02:53,FM-15,FEW:02 220,10.00,,26,-3.3,22,-5.4,15,-9.4,63,15,150,,24.68,,,30.13,0.00,30.14,,,,,,,,,,0720,1651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-08 03:53,FM-15,FEW:02 220,10.00,,25,-3.9,21,-5.9,14,-10.0,63,16,150,,24.69,,,30.15,0.00,30.15,,,,,,,,,,0720,1651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
