STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,REPORTTPYE,HOURLYSKYCONDITIONS,HOURLYVISIBILITY,HOURLYPRSENTWEATHERTYPE,HOURLYDRYBULBTEMPF,HOURLYDRYBULBTEMPC,HOURLYWETBULBTEMPF,HOURLYWETBULBTEMPC,HOURLYDewPointTempF,HOURLYDewPointTempC,HOURLYRelativeHumidity,HOURLYWindSpeed,HOURLYWindDirection,HOURLYWindGustSpeed,HOURLYStationPressure,HOURLYPressureTendency,HOURLYPressureChange,HOURLYSeaLevelPressure,HOURLYPrecip,HOURLYAltimeterSetting,DAILYMaximumDryBulbTemp,DAILYMinimumDryBulbTemp,DAILYAverageDryBulbTemp,DAILYDeptFromNormalAverageTemp,DAILYAverageRelativeHumidity,DAILYAverageDewPointTemp,DAILYAverageWetBulbTemp,DAILYHeatingDegreeDays,DAILYCoolingDegreeDays,DAILYSunrise,DAILYSunset,DAILYWeather,DAILYPrecip,DAILYSnowfall,DAILYSnowDepth,DAILYAverageStationPressure,DAILYAverageSeaLevelPressure,DAILYAverageWindSpeed,DAILYPeakWindSpeed,PeakWindDirection,DAILYSustainedWindSpeed,DAILYSustainedWindDirection,MonthlyMaximumTemp,MonthlyMinimumTemp,MonthlyMeanTemp,MonthlyAverageRH,MonthlyDewpointTemp,MonthlyWetBulbTemp,MonthlyAvgHeatingDegreeDays,MonthlyAvgCoolingDegreeDays,MonthlyStationPressure,MonthlySeaLevelPressure,MonthlyAverageWindSpeed,MonthlyTotalSnowfall,MonthlyDeptFromNormalMaximumTemp,MonthlyDeptFromNormalMinimumTemp,MonthlyDeptFromNormalAverageTemp,MonthlyDeptFromNormalPrecip,MonthlyTotalLiquidPrecip,MonthlyGreatestPrecip,MonthlyGreatestPrecipDate,MonthlyGreatestSnowfall,MonthlyGreatestSnowfallDate,MonthlyGreatestSnowDepth,MonthlyGreatestSnowDepthDate,MonthlyDaysWithGT90Temp,MonthlyDaysWithLT32Temp,MonthlyDaysWithGT32Temp,MonthlyDaysWithLT0Temp,MonthlyDaysWithGT001Precip,MonthlyDaysWithGT010Precip,MonthlyDaysWithGT1Snow,MonthlyMaxSeaLevelPressureValue,MonthlyMaxSeaLevelPressureDate,MonthlyMaxSeaLevelPressureTime,MonthlyMinSeaLevelPressureValue,MonthlyMinSeaLevelPressureDate,MonthlyMinSeaLevelPressureTime,MonthlyTotalHeatingDegreeDays,MonthlyTotalCoolingDegreeDays,MonthlyDeptFromNormalHeatingDD,MonthlyDeptFromNormalCoolingDD,MonthlyTotalSeasonToDateHeatingDD,MonthlyTotalSeasonToDateCoolingDD
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-01 00:37,FM-16,SCT:04 9,7.00,,-2,-18.9,-2,-19.1,-4,-20.0,91,7,090,,24.73,,,,,30.19,,,,,,,,,,0720,1645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-01 00:46,FM-16,BKN:07 9 BKN:07 180,9.00,,-1,-18.3,-1,-18.6,-4,-20.0,87,7,110,,24.73,,,,,30.19,,,,,,,,,,0720,1645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-01 00:53,FM-15,BKN:07 9 BKN:07 180,10.00,,-1,-18.3,-1,-18.6,-4,-20.0,87,8,110,,24.73,,,30.44,0.00,30.19,,,,,,,,,,0720,1645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-01 01:05,FM-16,OVC:08 10,10.00,,-1,-18.3,-1,-18.6,-4,-20.0,87,6,130,,24.72,,,,,30.18,,,,,,,,,,0720,1645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-01 01:33,FM-16,BKN:07 9 BKN:07 180,10.00,,-2,-18.9,-2,-19.2,-5,-20.6,87,6,150,,24.73,,,,,30.20,,,,,,,,,,0720,1645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-01 01:51,FM-16,SCT:04 9 OVC:08 27,10.00,,0,-18.0,-1,-18.4,-6,-21.0,78,6,130,,24.73,,,,,30.19,,,,,,,,,,0720,1645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-01 01:53,FM-15,SCT:04 9 OVC:08 27,10.00,,-1,-18.3,-2,-18.7,-5,-20.6,82,6,130,,24.73,6,,30.45,0.00,30.19,,,,,,,,,,0720,1645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-01 02:00,FM-12,8,,,-1,-18.3,-2,-18.7,-5,-20.6,82,6,130,,24.78,6,+0.01,30.45,,,,,,,,,,,,0720,1645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-01 02:26,FM-16,BKN:07 12 OVC:08 25,10.00,,0,-17.8,-1,-18.2,-4,-20.0,83,7,140,,24.73,,,,,30.19,,,,,,,,,,0720,1645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-01 02:53,FM-15,BKN:07 11 OVC:08 25,10.00,,1,-17.2,0,-17.7,-3,-19.4,83,7,150,,24.73,,,30.43,0.00,30.19,,,,,,,,,,0720,1645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-01 03:05,FM-16,FEW:02 10 BKN:07 25,10.00,,1,-17.2,0,-17.7,-3,-19.4,83,8,140,,24.72,,,,,30.18,,,,,,,,,,0720,1645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-01 03:51,FM-16,FEW:02 10 SCT:04 25 BKN:07 100,10.00,,1,-17.0,0,-17.6,-2,-19.0,85,7,130,,24.69,,,,,30.15,,,,,,,,,,0720,1645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-01 03:53,FM-15,FEW:02 10 SCT:04 25 BKN:07 100,10.00,,1,-17.2,0,-17.7,-3,-19.4,83,7,130,,24.69,,,30.41,0.00,30.15,,,,,,,,,,0720,1645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-01 04:53,FM-15,FEW:02 25 OVC:08 100,10.00,,1,-17.2,0,-17.7,-3,-19.4,83,8,140,,24.68,8,,30.40,0.00,30.14,,,,,,,,,,0720,1645,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-01 05:00,FM-12,26,,,1,-17.2,0,-17.7,-3,-19.4,83,8,140,,24.73,8,+0.04,30.40,,,32,-2,15,-15.1,,,,50,0,0720,1645,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-01 05:53,FM-15,FEW:02 25 OVC:08 100,10.00,,1,-17.2,0,-17.7,-3,-19.4,83,6,130,,24.68,,,30.39,0.00,30.13,,,,,,,,,,0720,1645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-01 06:53,FM-15,FEW:02 30 BKN:07 130,10.00,,-1,-18.3,-2,-18.7,-5,-20.6,82,5,100,,24.68,,,30.39,0.00,30.13,,,,,,,,,,0720,1645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-01 07:53,FM-15,FEW:02 30 SCT:04 130 BKN:07 160,10.00,,-3,-19.4,-4,-19.8,-7,-21.7,82,5,160,,24.69,3,,30.43,0.00,30.15,,,,,,,,,,0720,1645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-01 08:00,FM-12,26,,,-3,-19.4,-4,-19.8,-7,-21.7,82,5,160,,24.74,3,-0.01,30.43,,,,,,,,,,,,0720,1645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-01 08:53,FM-15,FEW:02 30 SCT:04 130 BKN:07 170,10.00,,-4,-20.0,-5,-20.3,-8,-22.2,83,6,150,,24.68,,,30.43,0.00,30.14,,,,,,,,,,0720,1645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-01 09:53,FM-15,FEW:02 30 FEW:02 130 BKN:07 170,10.00,,6,-14.4,4,-15.3,-1,-18.3,73,3,070,,24.67,,,30.38,0.00,30.12,,,,,,,,,,0720,1645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-01 10:53,FM-15,FEW:02 30 FEW:02 150 SCT:04 200,10.00,,9,-12.8,7,-13.9,0,-17.8,66,0,000,,24.65,8,,30.35,0.00,30.10,,,,,,,,,,0720,1645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-01 11:00,FM-12,26,,,9,-12.8,7,-13.9,0,-17.8,66,0,000,,24.70,8,+0.04,30.35,,,,,,,,,,,,0720,1645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-01 11:53,FM-15,FEW:02 30 FEW:02 60 SCT:04 220,10.00,,9,-12.8,7,-14.0,-1,-18.3,64,8,080,,24.61,,,30.30,0.00,30.05,,,,,,,,,,0720,1645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-01 12:53,FM-15,FEW:02 40 FEW:02 60 SCT:04 220,10.00,,10,-12.2,7,-13.6,-1,-18.3,61,6,050,,24.57,,,30.26,0.00,30.01,,,,,,,,,,0720,1645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-01 13:53,FM-15,FEW:02 40 FEW:02 60 FEW:02 220,10.00,,11,-11.7,8,-13.1,0,-17.8,61,5,070,,24.57,6,,30.25,0.00,30.00,,,,,,,,,,0720,1645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-01 14:00,FM-12,41,,,11,-11.7,8,-13.1,0,-17.8,61,5,070,,24.61,6,+0.08,30.25,,,,,,,,,,,,0720,1645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-01 14:53,FM-15,FEW:02 60 SCT:04 220,10.00,,11,-11.7,8,-13.1,0,-17.8,61,0,000,,24.57,,,30.24,0.00,30.00,,,,,,,,,,0720,1645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-01 15:53,FM-15,CLR:00,10.00,,9,-12.8,7,-13.9,0,-17.8,66,3,100,,24.57,,,30.25,0.00,30.00,,,,,,,,,,0720,1645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-01 16:53,FM-15,FEW:02 40,10.00,,7,-13.9,5,-14.8,0,-17.8,73,0,000,,24.57,3,,30.26,0.00,30.00,,,,,,,,,,0720,1645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-01 17:00,FM-12,41,,,7,-13.9,5,-14.8,0,-17.8,73,0,000,,24.61,2,,30.26,,,,,,,,,,,,0720,1646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-01 17:53,FM-15,FEW:02 40,10.00,,3,-16.1,2,-16.7,-2,-18.9,79,6,150,,24.57,,,30.28,0.00,30.01,,,,,,,,,,0720,1646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-01 18:53,FM-15,CLR:00,10.00,,6,-14.4,4,-15.3,-1,-18.3,73,0,000,,24.58,,,30.28,0.00,30.02,,,,,,,,,,0720,1646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-01 19:53,FM-15,CLR:00,10.00,,3,-16.1,2,-16.8,-3,-19.4,76,8,210,,24.57,0,,30.30,0.00,30.01,,,,,,,,,,0720,1646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-01 20:00,FM-12,,,,3,-16.1,2,-16.8,-3,-19.4,76,8,210,,24.62,,0.01,30.30,,,,,,,,,,,,0720,1646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-01 20:53,FM-15,CLR:00,10.00,,7,-13.9,6,-14.7,1,-17.2,76,6,240,,24.57,,,30.28,0.00,30.01,,,,,,,,,,0720,1646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-01 21:53,FM-15,CLR:00,10.00,,5,-15.0,4,-15.7,-1,-18.3,76,8,230,,24.57,,,30.24,0.00,30.00,,,,,,,,,,0720,1646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-01 22:53,FM-15,CLR:00,10.00,,1,-17.2,0,-17.8,-4,-20.0,79,8,200,,24.55,8,,30.23,0.00,29.98,,,,,,,,,,0720,1646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-01 23:00,FM-12,,,,1,-17.2,0,-17.8,-4,-20.0,79,8,200,,24.60,8,+0.03,30.23,,,9,-2,3,-27.1,,,,62,0,0720,1646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-01 23:53,FM-15,CLR:00,10.00,,1,-17.2,0,-17.8,-4,-20.0,79,8,180,,24.54,,,30.22,0.00,29.97,12,-5,3,-27.1,,,,62,0,0720,1646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-01 23:59,SOD,,,,,,,,,,,,,,,,,,,,12,-5,4,-26.1,,,,61,0,0720,1646,,0.00,0.0,T,24.65,,5.2,15,210,12,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-02 00:53,FM-15,CLR:00,10.00,,5,-15.0,3,-15.9,-3,-19.4,69,7,170,,24.55,,,30.20,0.00,29.98,,,,,,,,,,0720,1646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-02 01:53,FM-15,CLR:00,10.00,,5,-15.0,3,-15.9,-3,-19.4,69,11,160,,24.57,3,,30.24,0.00,30.01,,,,,,,,,,0720,1646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-02 02:00,FM-12,,,,5,-15.0,3,-15.9,-3,-19.4,69,11,160,,24.62,3,-0.03,30.24,,,,,,,,,,,,0720,1646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-02 02:53,FM-15,CLR:00,10.00,,8,-13.3,6,-14.5,-1,-18.3,66,7,250,,24.58,,,30.22,0.00,30.02,,,,,,,,,,0720,1646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-02 03:53,FM-15,CLR:00,10.00,,3,-16.1,2,-16.8,-3,-19.4,76,7,210,,24.57,,,30.25,0.00,30.01,,,,,,,,,,0720,1646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-02 04:53,FM-15,CLR:00,10.00,,12,-11.1,10,-12.4,3,-16.1,67,16,220,,24.57,8,,30.20,0.00,30.00,,,,,,,,,,0720,1646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-02 05:00,FM-12,,,,12,-11.1,10,-12.4,3,-16.1,67,16,220,,24.61,8,+0.01,30.20,,,12,0,6,-24.2,,,,59,0,0720,1646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-02 05:53,FM-15,CLR:00,10.00,,15,-9.4,12,-11.1,4,-15.6,61,16,220,,24.56,,,30.21,0.00,29.99,,,,,,,,,,0720,1646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-02 06:53,FM-15,FEW:02 200,10.00,,17,-8.3,13,-10.3,4,-15.6,56,16,210,,24.57,,,30.20,0.00,30.01,,,,,,,,,,0720,1646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-02 07:53,FM-15,CLR:00,10.00,,18,-7.8,14,-9.9,4,-15.6,54,14,210,,24.59,3,,30.23,0.00,30.03,,,,,,,,,,0720,1646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-02 08:00,FM-12,,,,18,-7.8,14,-9.9,4,-15.6,54,14,210,,24.64,3,-0.03,30.23,,,,,,,,,,,,0720,1646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-02 08:53,FM-15,FEW:02 200,10.00,,20,-6.7,16,-9.0,5,-15.0,52,13,230,,24.62,,,30.23,0.00,30.06,,,,,,,,,,0720,1646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-02 09:53,FM-15,FEW:02 220,10.00,,25,-3.9,20,-6.8,8,-13.3,48,11,230,,24.62,,,30.23,0.00,30.06,,,,,,,,,,0720,1646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-02 10:53,FM-15,FEW:02 220,10.00,,28,-2.2,22,-5.5,10,-12.2,47,10,210,,24.60,0,,30.21,0.00,30.04,,,,,,,,,,0720,1646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-02 11:00,FM-12,,,,28,-2.2,22,-5.5,10,-12.2,47,10,210,,24.65,,0.01,30.21,,,,,,,,,,,,0720,1646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-02 11:53,FM-15,FEW:02 220,10.00,,32,0.0,25,-4.1,10,-12.2,40,10,210,,24.57,,,30.15,0.00,30.00,,,,,,,,,,0720,1646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-02 12:53,FM-15,FEW:02 220,10.00,,36,2.2,27,-2.9,9,-12.8,32,8,170,,24.55,,,30.10,0.00,29.98,,,,,,,,,,0720,1646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-02 13:53,FM-15,CLR:00,10.00,,37,2.8,29,-1.7,15,-9.4,41,9,160,,24.54,6,,30.09,0.00,29.97,,,,,,,,,,0720,1646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-02 14:00,FM-12,,,,37,2.8,29,-1.7,15,-9.4,41,9,160,,24.59,6,+0.06,30.09,,,,,,,,,,,,0720,1646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-02 14:53,FM-15,CLR:00,10.00,,38,3.3,29,-1.8,12,-11.1,34,5,150,,24.55,,,30.08,0.00,29.98,,,,,,,,,,0720,1646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-01-02 15:53,FM-15,CLR:00,10.00,,38,3.3,29,-1.7,13,-10.6,36,3,150,,24.55,,,30.10,0.00,29.98,,,,,,,,,,0720,1646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
